Genre,Sequence,Label
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72)]","[('1/8', '35,42,54', 72)]"
Blues,"[('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '35,40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '35,40,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,46,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72)]","[('1/8', '54', 72)]"
Blues,"[('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '35,40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72)]","[('1/8', '35,42,54', 72)]"
Blues,"[('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '35,40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '35,40,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,46,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72)]","[('1/8', '54', 72)]"
Blues,"[('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '35,40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72)]","[('1/8', '35,42,54', 72)]"
Blues,"[('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '35,40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '35,40,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '35,40,42,54', 72), ('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '35,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,46,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72)]","[('1/8', '54', 72)]"
Blues,"[('1/8', '35,40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '46,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72)]","[('1/8', '35,40,54', 72)]"
Blues,"[('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72)]","[('1/8', '54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72)]","[('1/8', '35,44,54', 72)]"
Blues,"[('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72)]","[('1/8', '40,44,54', 72)]"
Blues,"[('1/8', '40,42,54', 72), ('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '46,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72)]","[('1/8', '35,44,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '35,40,54', 72), ('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72)]","[('1/8', '35,40,44,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72)]","[('1/8', '35,44,47,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72)]","[('1/8', '45,54', 72)]"
Blues,"[('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72)]","[('1/8', '44,45,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72)]","[('1/8', '45,54', 72)]"
Blues,"[('1/8', '40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72)]","[('1/8', '35,54,57', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72)]","[('1/8', '40,54', 72)]"
Blues,"[('1/8', '35,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72)]","[('1/8', '35,40,49,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72)]","[('1/8', '54', 72)]"
Blues,"[('1/8', '35,40,44,54', 72), ('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '35,44,47,54', 72), ('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '45,54', 72), ('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72)]","[('1/8', '35,40,54', 72)]"
Blues,"[('1/8', '44,45,54', 72), ('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72)]","[('1/8', '42,54', 72)]"
Blues,"[('1/8', '45,54', 72), ('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '35,54,57', 72), ('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '35,40,46,54', 72)]"
Blues,"[('1/8', '40,54', 72), ('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,46,54', 72)]","[('1/8', '54', 72)]"
Blues,"[('1/8', '35,40,49,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,46,54', 72), ('1/8', '54', 72)]","[('1/8', '40,42,54', 72)]"
Blues,"[('1/8', '54', 72), ('1/8', '40,42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '42,54', 72), ('1/8', '35,40,54', 72), ('1/8', '42,54', 72), ('1/8', '40,42,54', 72), ('1/8', '35,40,46,54', 72), ('1/8', '54', 72), ('1/8', '40,42,54', 72)]","[('1/8', '40,42,54', 72)]"
